NO,ê\çûîNåéì˙,ê\çûéûä‘,Åyî}ëÃÉRÅ[ÉhÅzëÂçÄñ⁄,Åyî}ëÃÉRÅ[ÉhÅzè⁄ç◊çÄñ⁄,éÛïtéûä‘ë—ãÊï™,éÛïtå`ë‘ãÊï™,êVãKéûé©ìÆå_ñÒã@ìXî‘,éÊàµìXî‘,ä«óùìXî‘,ê´ï ,îNóÓ,ê∂îNåéì˙,ÇiÇhÇrèZèäÉRÅ[Éh,ì∆ä˘ãÊï™,êVêEéÌãÊï™,ÅyêVêEéÌãÊï™ÅzëÂçÄñ⁄,ÅyêVêEéÌãÊï™Åzè⁄ç◊çÄñ⁄,åŸópå`ë‘ãÊï™,èAã∆å`ë‘ãÊï™,âÔé–ãKñÕãÊï™,çáåvîNé˚,ç›é–åéêî,èZãèãÊï™,ãèèZåéêî,â∆í¿ïâíSäz,â∆ë∞ç\ê¨ãÊï™,ï€åØêEéÌãÊï™,é˚ì¸èÿñæóLñ≥,ì∆êgì‡ñÛ,ìØãèãÊï™,ï}ó{â∆ë∞êî,ï}ó{â∆ë∞éqãüêî,èäìæèÿñæãÊï™,ñºã`ãÊï™,éñã∆å`ë‘ãÊï™,éñã∆èäóLñ≥,ë›ïtîNåéì˙,ÇPÇQÉñåééñåÃ
1017042,2017/11/9,132202,5,99,0,1,3171,3171,572,1,20,1997/4/6,11201,1,1505,15,1505,4,1,4,1800000,13,4,9,20000,5,3,0,0,2,0,0,0,0,0,0,2017/11/17,0
1017043,2017/11/10,100346,3,15,0,1701,0,572,572,2,34,1983/10/4,13206,2,540,5,540,4,1,9,1640000,24,4,6,90000,1,3,0,0,1,1,0,0,0,0,0,2017/11/15,0
1017044,2017/11/10,123817,3,15,0,1801,0,572,572,2,49,1968/7/16,13119,1,540,5,540,4,1,4,1800000,29,5,248,30000,4,3,0,0,1,4,4,0,0,0,0,2017/11/13,0
1017045,2017/11/11,160041,1,99,1,1701,0,572,572,1,25,1992/9/16,19211,1,814,8,814,2,1,3,3500000,31,8,235,0,4,3,0,0,1,0,0,0,3,0,0,2017/11/12,0
1017046,2017/11/15,160814,3,8,0,502,0,572,572,2,24,1993/9/21,13115,1,140,1,140,2,1,8,2640000,1,1,183,0,4,1,0,0,1,1,0,0,2,0,0,2017/11/15,0
1017047,2017/11/9,105933,3,15,0,502,3159,3159,572,2,65,1952/10/22,13104,2,540,5,540,2,1,8,2400000,251,8,541,0,1,1,0,0,1,1,0,0,3,0,0,2017/11/16,0
1017048,2017/11/19,110437,5,99,3,1,2801,2801,572,2,20,1996/12/24,13120,1,540,5,540,4,1,3,1000000,30,1,81,0,4,3,0,0,1,0,0,0,3,0,0,2017/11/21,0
1017050,2017/11/23,174302,5,99,3,1,2780,2780,572,1,21,1996/7/6,13119,1,540,5,540,4,1,8,1200000,67,8,159,0,4,3,0,0,1,0,0,0,3,0,0,2017/11/24,0
1017052,2017/11/26,160443,1,99,3,1701,0,572,572,2,28,1989/6/21,13110,1,1240,12,1240,2,1,7,6000000,38,4,30,79000,5,1,0,0,2,0,0,0,0,0,0,2017/11/27,0
1017053,2017/11/26,212059,1,99,3,1,1554,1554,572,2,20,1997/1/8,14153,1,101,1,101,2,1,5,2700000,7,8,115,0,4,3,0,0,1,0,0,0,3,0,0,2017/11/28,0
1017054,2017/11/14,132957,1,99,0,502,0,4182,572,2,47,1970/2/12,13201,2,540,5,540,2,1,5,3000000,116,2,48,0,1,1,0,0,1,1,0,0,3,9,0,2017/12/1,0
1017055,2017/11/27,161023,5,99,0,1,3214,3214,572,2,20,1997/7/17,12204,1,617,6,617,2,1,2,2700000,19,4,19,26000,5,1,0,0,2,0,0,0,0,0,0,2017/11/27,0
1017056,2017/11/27,162834,4,2,0,1801,0,572,572,2,47,1970/11/26,13115,2,1328,13,1328,4,1,6,900000,25,4,70,0,1,3,0,0,1,1,0,0,0,0,0,2017/11/28,0
1017057,2017/11/27,162023,1,99,0,502,3159,3159,572,1,26,1991/10/1,13112,1,240,2,240,2,1,7,2640000,10,4,21,90000,5,1,1,0,2,0,0,2,0,0,0,2017/11/27,0
1017058,2017/11/28,205926,1,99,0,600,0,4182,572,1,25,1991/12/21,13116,1,311,3,311,2,1,2,4000000,20,4,20,43000,5,1,0,0,2,0,0,0,0,0,0,2017/12/3,0
1017060,2017/11/30,220941,5,99,0,1,2767,2767,572,1,27,1990/9/12,13114,1,1140,11,1140,2,1,2,3000000,20,4,19,20000,5,1,0,0,2,0,0,0,0,0,0,2017/12/1,0
1017063,2017/12/1,114613,3,15,0,1801,0,572,572,1,29,1988/6/22,13109,1,525,5,525,2,1,8,3000000,28,4,31,79000,5,3,0,0,2,0,0,0,0,0,0,2017/12/21,0
1017064,2017/12/3,140549,5,99,3,1,727,727,572,1,20,1997/2/1,9204,1,540,5,540,4,1,8,840000,1,4,35,1000,4,3,0,0,1,0,0,0,0,0,0,2017/12/3,0
1017065,2017/12/4,172314,1,99,0,1,3213,3213,572,1,20,1997/9/21,13115,1,1501,15,1501,4,1,8,780000,4,8,243,0,4,3,0,0,1,0,0,0,3,0,0,2017/12/5,0
1017066,2017/12/5,85852,3,24,0,1801,0,572,572,2,27,1990/3/23,13114,2,140,1,140,2,2,3,2700000,4,4,19,0,1,1,1,0,1,1,0,2,0,0,0,2017/12/6,0
1017067,2017/12/2,192535,3,2,1,502,0,572,572,1,37,1980/2/6,13214,2,1340,13,1340,2,1,2,5300000,87,4,6,45000,3,1,0,0,2,5,3,0,0,0,0,2017/12/9,0
1017068,2017/12/6,183152,5,99,0,1,2918,2918,572,1,20,1997/12/4,12233,1,405,4,405,2,1,6,3600000,26,8,74,0,4,3,0,0,1,0,0,0,3,0,0,2017/12/6,1
1017069,2017/12/5,205136,3,15,0,502,2986,2986,572,1,35,1982/8/12,13120,1,1340,13,1340,5,2,4,3000000,22,4,423,20000,4,1,0,0,1,0,0,0,0,0,0,2017/12/7,0
1017070,2017/12/8,120008,1,99,0,101,3171,3171,572,2,20,1997/6/17,12227,1,640,6,640,4,1,7,1800000,29,9,197,1000,4,3,0,0,1,0,0,0,3,0,0,2017/12/8,0
1017071,2017/12/8,130022,3,15,0,1701,0,572,572,1,20,1997/10/27,14151,1,540,5,540,4,1,7,800000,4,4,33,1000,5,1,0,0,0,0,0,0,0,0,0,2017/12/11,0
1017072,2017/12/8,173521,3,8,0,1801,0,572,572,1,28,1989/7/31,13120,1,540,5,540,4,1,2,3200000,31,4,70,33000,5,3,0,0,2,0,0,0,0,0,0,2017/12/8,0
1017073,2017/12/9,121936,1,99,1,1,2924,2924,572,1,65,1952/1/2,13220,1,640,6,640,4,1,2,960000,37,4,68,46000,5,1,0,0,2,0,0,0,0,0,0,2017/12/9,0
1017074,2017/12/8,194551,3,2,0,1701,2520,2520,572,2,22,1995/5/24,14213,1,540,5,540,2,1,3,2500000,9,4,189,0,4,1,0,0,1,0,0,0,0,0,0,2017/12/9,0
1017077,2017/12/10,151203,3,18,3,1701,0,572,572,1,28,1988/12/19,13202,1,640,6,640,5,2,3,1800000,1,4,173,68000,4,3,0,0,1,0,0,0,0,0,0,2017/12/10,0
1017078,2017/12/10,172555,1,99,3,1701,0,4226,572,1,23,1994/10/7,13212,1,540,5,540,4,1,3,1000000,15,4,45,0,5,3,0,0,2,1,0,0,0,0,0,2018/1/29,0
1017080,2017/11/22,132520,3,2,0,600,0,572,328,2,45,1972/12/4,13202,1,540,5,540,4,1,2,1920000,57,4,1,0,5,1,0,0,2,0,0,0,0,0,0,2017/12/12,1
1017081,2017/12/8,124158,3,2,0,1701,0,572,572,2,35,1982/5/12,13212,1,540,5,540,4,1,3,1900000,1,4,7,0,5,3,0,0,2,0,0,0,0,0,0,2017/12/11,1
1017082,2017/12/12,90246,3,2,0,1801,0,572,572,2,35,1982/8/25,13221,1,1340,13,1340,4,1,6,3000000,134,4,135,70000,5,1,0,0,2,0,0,0,0,0,0,2017/12/12,0
1017083,2017/12/12,82447,3,2,0,1701,2882,2882,572,1,49,1968/2/4,13213,2,631,6,631,2,1,6,4500000,129,4,4,65000,3,3,0,0,2,4,2,0,0,0,0,2017/12/12,0
1017084,2017/12/12,185312,3,2,0,1701,0,572,572,1,21,1996/3/8,13109,1,540,5,540,4,1,2,1400000,19,1,261,0,4,3,0,0,1,0,0,0,2,0,0,2017/12/12,0
1017085,2017/12/12,173959,3,22,0,1701,0,572,572,1,20,1997/6/28,13202,1,640,6,640,4,1,3,1500000,3,8,215,0,4,3,0,0,1,0,0,0,3,0,0,2017/12/13,0
1017088,2017/12/19,121535,3,8,0,1801,0,572,572,2,52,1965/8/12,13227,1,540,5,540,4,1,3,1700000,49,4,83,63000,4,3,0,0,1,3,2,0,0,0,0,2017/12/20,0
1017089,2017/12/19,201440,5,99,0,1,2802,2802,572,1,52,1965/3/4,13116,1,640,6,640,4,1,3,3048000,234,4,84,0,5,1,1,0,2,0,0,1,0,0,0,2018/1/5,0
1017090,2017/12/21,154108,5,99,0,1,1890,1890,572,1,33,1984/11/2,13119,1,540,5,540,4,1,3,2500000,10,4,63,55000,5,1,0,0,2,0,0,0,0,0,0,2017/12/21,0
1017092,2017/12/22,184642,1,99,0,1701,0,572,572,2,22,1995/4/8,13213,1,140,1,140,4,1,7,1000000,41,9,97,20000,4,3,0,0,1,4,2,0,3,0,0,2017/12/26,0
1017093,2017/12/21,163419,1,99,0,101,727,727,572,1,47,1970/11/5,13201,1,440,4,440,2,1,7,3600000,242,4,216,52000,5,1,0,0,2,0,0,0,0,0,0,2017/12/23,1
1017095,2017/12/24,155728,5,99,3,1,273,273,572,1,21,1996/11/4,13212,1,140,1,140,4,1,3,900000,8,4,19,40000,5,4,0,0,2,0,0,0,0,9,0,2017/12/29,0
1017096,2017/12/24,185657,3,2,3,1801,0,572,572,2,49,1968/3/23,13222,1,140,1,140,2,1,6,2304000,129,4,10,76000,4,1,1,0,1,1,1,1,0,0,0,2017/12/25,0
1017097,2017/12/23,103718,3,15,1,1801,0,572,572,2,65,1952/5/27,13112,1,540,5,540,4,1,7,3200000,2,4,9,70000,5,3,0,0,2,0,0,0,0,0,0,2017/12/25,1
1017099,2017/12/26,214057,5,99,0,1,1595,1595,572,1,41,1976/2/25,19207,2,640,6,640,4,1,8,2400000,92,5,128,35000,2,3,0,0,1,3,2,0,0,0,0,2017/12/26,0
1017100,2017/12/27,162509,1,99,0,502,3159,3159,572,1,24,1993/10/14,13122,1,108,1,108,2,1,7,3000000,20,1,168,0,4,3,0,0,1,0,0,0,2,0,0,2017/12/27,0
1017101,2017/12/22,153407,1,99,0,1701,0,572,572,1,33,1984/2/2,13119,1,540,5,540,4,1,2,1564000,31,4,304,141000,4,3,0,0,1,0,0,0,0,0,0,2017/12/30,0
1017102,2017/12/28,213158,3,2,0,1701,0,572,572,2,20,1997/11/10,13119,1,540,5,540,4,1,4,3000000,16,4,163,70000,4,3,0,0,1,2,0,0,0,0,0,2017/12/30,1
1017103,2017/12/29,191813,3,15,0,502,0,572,572,1,47,1970/8/22,13212,2,1340,13,1340,2,1,7,7200000,202,8,12,0,3,1,0,0,1,4,2,0,3,0,0,2017/12/30,0
1017105,2018/1/1,22122,3,5,3,1701,3159,3159,572,2,20,1997/2/1,6201,1,1340,13,1340,4,1,8,1200000,33,4,120,0,4,3,0,0,1,0,0,0,0,0,0,2018/1/1,0
1017106,2018/1/3,122433,1,99,3,101,3159,3159,572,1,28,1989/12/16,13104,1,1505,15,1505,2,1,6,6000000,105,4,35,30000,4,3,0,0,1,0,0,0,0,0,0,2018/1/3,0
1017107,2018/1/4,100758,3,8,0,1801,0,572,572,1,57,1960/3/13,13224,1,740,7,740,5,1,7,2400000,316,4,23,31000,5,3,0,0,2,0,0,0,0,0,0,2018/1/6,0
1017108,2018/1/4,132040,5,99,0,1,3171,3171,572,1,25,1992/5/14,13104,1,108,1,108,4,1,5,2000000,201,8,129,0,4,1,0,0,1,0,0,0,3,0,0,2018/1/4,0
1017109,2018/1/3,230237,4,2,0,1701,0,572,572,2,27,1990/6/18,13224,2,140,1,140,4,1,3,1030000,3,5,10,24000,2,3,0,0,1,3,2,0,0,0,0,2018/1/9,0
1017110,2018/1/8,162052,5,99,3,1,459,459,572,1,53,1964/10/26,14151,1,640,6,640,2,3,5,3500000,111,4,171,55000,5,1,0,0,2,0,0,0,0,0,0,2018/1/8,0
1017111,2018/1/8,121338,3,15,3,1801,0,572,572,1,39,1978/8/15,13213,2,740,7,740,5,1,8,4400000,29,4,44,79000,2,3,0,0,1,2,1,0,0,0,0,2018/1/9,0
1017112,2018/1/9,105619,3,27,0,1701,0,572,572,1,48,1969/1/30,13225,2,240,2,240,2,1,4,6500000,9,4,47,130000,2,1,0,0,1,3,1,0,0,0,0,2018/1/10,0
1017113,2018/1/9,204915,5,99,0,1,25,25,572,1,24,1993/4/29,12104,1,209,2,209,2,1,4,3500000,13,8,161,0,4,1,0,0,1,0,0,0,3,0,0,2018/1/9,0
1017114,2018/1/10,120127,3,2,0,1701,0,572,572,1,34,1983/4/7,13223,2,423,4,423,2,1,8,4200000,12,4,12,88000,2,3,1,0,1,2,0,2,0,0,0,2018/1/10,1
1017116,2018/1/9,192756,1,99,0,101,1698,1698,572,1,50,1967/4/4,13119,1,740,7,740,2,1,5,3571000,342,4,86,65000,5,1,1,0,2,0,0,1,0,0,0,2018/1/10,0
1017117,2018/1/11,103116,3,24,0,1701,0,572,572,2,39,1978/4/7,13209,2,540,5,540,4,1,3,673000,115,5,36,0,2,3,0,0,1,2,0,0,0,0,0,2018/1/12,0
1017118,2018/1/11,100753,3,24,0,1701,2569,2569,572,1,56,1961/3/13,13228,2,1328,13,1328,1,1,8,5000000,84,2,155,100000,2,4,0,0,1,2,1,0,1,9,0,2018/1/11,0
1017119,2018/1/11,115134,4,2,0,1801,1890,1890,572,1,62,1955/10/18,13116,1,1328,13,1328,3,1,4,3850000,75,4,69,58000,5,3,0,0,2,0,0,0,0,0,0,2018/1/12,0
1017120,2018/1/12,122632,1,99,0,1701,2780,2780,572,1,20,1997/2/8,14114,1,514,5,514,4,1,2,2100000,17,5,249,65000,4,3,0,0,1,0,0,0,0,0,0,2018/1/12,0
1017122,2018/1/13,140758,5,99,1,1,530,530,572,2,23,1994/1/28,11214,1,631,6,631,2,1,2,3500000,45,4,288,0,4,1,0,0,1,0,0,0,0,0,0,2018/1/13,0
1017123,2018/1/15,125811,3,2,0,1701,0,572,572,1,26,1991/10/11,13224,1,640,6,640,4,1,2,2000000,15,4,3,0,5,3,0,0,2,1,0,0,0,0,0,2018/1/21,0
1017124,2018/1/15,190247,5,99,0,1,2780,2780,572,2,20,1997/6/5,13205,1,640,6,640,4,1,3,1030000,31,8,135,0,4,3,0,0,1,0,0,0,3,0,0,2018/1/15,0
1017125,2018/1/18,101436,3,2,0,1801,0,572,572,1,32,1985/3/16,13120,1,540,5,540,4,1,2,1500000,1,4,148,150000,4,3,0,0,1,0,0,0,0,0,0,2018/1/19,0
1017127,2018/1/18,223906,3,8,0,1701,0,572,572,2,29,1988/8/19,13115,2,240,2,240,2,1,3,3423000,18,4,23,0,1,1,1,0,1,1,0,5,0,0,0,2018/1/19,0
1017129,2018/1/20,121221,3,15,1,1801,0,572,572,2,64,1953/10/25,13120,2,912,9,912,2,1,8,4000000,386,1,448,0,1,3,0,0,1,1,0,0,2,0,0,2018/1/22,0
1017130,2018/1/20,162441,5,99,1,1,2809,2809,572,1,22,1996/1/8,13109,1,631,6,631,3,1,3,1100000,28,4,119,1000,4,3,0,0,1,0,0,0,0,0,0,2018/1/24,0
1017131,2018/1/20,183005,5,99,1,1,273,273,572,1,54,1963/4/24,13119,1,140,1,140,4,1,2,3200000,102,4,81,30000,5,1,0,0,2,0,0,0,0,0,0,2018/1/20,0
1017132,2018/1/21,154936,1,99,3,1,2577,2577,572,2,24,1993/5/12,14132,2,640,6,640,2,1,6,3500000,45,4,46,75000,1,1,0,0,2,1,0,0,0,0,0,2018/1/21,0
1017133,2018/1/20,93436,3,15,1,1701,0,572,572,2,24,1993/11/21,13112,1,423,4,423,5,2,3,3100000,0,4,11,71000,5,3,0,0,2,0,0,0,0,0,0,2018/1/26,1
1017135,2018/1/21,213212,4,2,3,1801,0,572,572,1,46,1971/7/17,13120,1,631,6,631,2,1,8,3120000,232,1,516,0,4,3,1,0,1,0,0,1,1,0,0,2018/1/23,0
1017136,2018/1/22,155453,1,99,0,502,0,572,572,1,30,1987/2/18,13201,1,540,5,540,4,1,8,1800000,35,1,371,0,4,3,0,0,1,0,0,0,2,0,0,2018/1/26,0
1017137,2018/1/22,202444,3,27,0,1801,0,182,572,1,37,1980/5/6,13119,1,840,8,840,2,1,6,2787000,6,8,452,0,4,1,1,0,1,0,0,2,3,0,0,2018/4/3,0
1017138,2018/1/21,210742,4,2,3,1701,0,4226,572,1,20,1998/1/5,14152,1,1340,13,1340,4,1,6,1500000,62,4,241,12000,4,3,0,0,1,1,0,0,0,0,0,2018/2/7,0
1017139,2018/1/24,125532,2,24,0,1801,0,572,572,2,35,1983/1/19,19201,2,540,5,540,4,1,6,1000000,39,7,94,32000,1,1,0,0,1,1,0,0,0,0,0,2018/1/24,1
1017141,2018/1/25,112923,5,99,0,1,2872,2872,572,1,20,1997/7/29,14116,1,640,6,640,4,1,6,2400000,33,8,177,0,4,3,0,0,1,0,0,0,3,0,0,2018/1/26,0
1017142,2018/1/27,161655,5,99,1,1,2769,2769,572,1,20,1997/6/29,11237,1,631,6,631,3,1,4,2500000,68,9,247,1000,4,1,0,0,1,0,0,0,3,0,0,2018/1/27,0
1017143,2018/1/27,175409,3,22,1,1701,0,572,572,2,32,1985/3/13,13209,1,340,3,340,2,1,2,3000000,6,5,22,10000,4,1,0,0,1,1,1,0,0,0,0,2018/1/28,0
1017145,2018/1/27,172311,1,99,1,101,43,43,572,1,20,1997/3/22,13109,1,540,5,540,4,1,3,1500000,5,5,250,50000,4,3,0,0,1,0,0,0,0,0,0,2018/1/29,0
1017146,2018/1/29,131409,1,99,0,101,2569,2569,572,2,42,1975/4/7,13227,1,622,6,622,3,1,4,720000,12,4,81,70000,4,3,0,0,1,2,2,0,0,0,0,2018/1/29,0
1017147,2018/1/30,82657,1,99,0,1701,0,572,572,2,49,1968/3/22,13109,2,540,5,540,2,1,3,4826000,356,4,34,0,1,1,1,0,1,1,0,1,0,0,0,2018/1/30,0
1017148,2018/1/29,102823,4,2,0,1801,0,572,572,2,47,1970/7/7,13109,1,140,1,140,5,2,2,3000000,104,4,83,55000,4,3,0,0,1,0,0,0,0,0,0,2018/1/30,0
1017149,2018/1/30,130915,1,99,0,1701,0,572,572,2,34,1983/9/7,13229,2,640,6,640,4,1,6,1600000,66,5,54,7000,3,3,0,0,1,4,2,0,0,0,0,2018/1/31,1
1017150,2018/1/31,184405,5,99,0,1,2780,2780,572,2,20,1997/4/29,13123,1,1540,15,1540,2,1,5,4460000,19,4,245,0,4,1,0,0,1,0,0,0,0,0,0,2018/1/31,0
1017151,2018/1/31,175132,1,99,0,1701,273,273,572,2,20,1997/8/23,12217,1,505,5,505,2,1,4,3000000,16,4,22,40000,5,1,0,0,2,0,0,0,0,0,0,2018/2/2,0
1017152,2018/2/6,193606,3,2,0,502,0,572,572,1,29,1988/9/13,13224,1,631,6,631,2,1,4,2140000,1,5,179,86000,4,3,0,0,1,0,0,0,0,0,0,2018/2/10,0
1017153,2018/2/6,230122,3,17,0,1701,0,572,572,1,28,1990/2/7,13110,1,209,2,209,2,1,5,3000000,13,4,6,0,5,3,0,0,2,0,0,0,0,0,0,2018/2/8,0
1017154,2018/2/8,160855,5,99,0,1,1818,1818,572,1,22,1995/2/19,13110,1,540,5,540,4,1,2,2200000,14,4,77,0,4,3,0,0,1,0,0,0,0,0,0,2018/2/8,0
1017155,2018/2/7,172522,3,17,0,502,0,572,572,2,28,1989/6/22,13105,1,1540,15,1540,4,1,5,2400000,42,1,118,0,4,3,0,0,1,0,0,0,2,0,0,2018/2/8,0
1017156,2018/2/7,232917,3,8,0,1801,0,572,572,2,21,1996/4/6,13119,1,640,6,640,4,1,5,480000,2,8,83,0,4,3,0,0,1,0,0,0,3,0,0,2018/2/9,0
1017157,2018/2/9,101035,3,2,0,1701,0,572,572,2,24,1993/4/7,13120,1,840,8,840,2,1,4,2909000,6,4,11,30000,5,1,1,0,2,0,0,2,0,0,0,2018/2/11,0
1017158,2018/2/11,85446,1,99,3,1,1274,1274,572,1,20,1998/1/19,13210,2,640,6,640,4,1,2,2000000,27,8,58,0,1,3,0,0,1,1,0,0,3,0,0,2018/2/11,0
1017159,2018/2/10,201845,1,99,1,1701,0,572,572,2,20,1998/1/9,13201,1,840,8,840,2,1,4,3044000,22,5,118,0,4,1,1,0,1,0,0,1,0,0,0,2018/2/12,0
1017162,2018/2/13,203750,1,99,0,1,2802,2802,572,1,24,1993/7/26,13112,1,423,4,423,2,1,2,4600000,26,4,26,53000,5,1,0,0,2,0,0,0,0,0,0,2018/6/16,1
1017163,2018/2/8,211300,2,24,0,502,0,572,572,1,52,1965/4/25,13114,1,740,7,740,2,1,3,4300000,57,4,25,53000,5,1,0,0,2,0,0,0,0,0,0,2018/2/14,0
1017164,2018/2/13,140129,4,2,0,1701,0,572,572,1,42,1975/8/5,13104,1,209,2,209,2,1,8,7683000,14,4,2,13000,5,3,1,0,2,0,0,2,0,0,0,2018/2/15,0
1017165,2018/2/15,135438,5,99,0,1,2801,2801,572,1,27,1991/2/22,13120,1,108,1,108,2,1,6,4800000,16,8,327,0,4,3,0,0,1,0,0,0,3,0,0,2018/5/4,0
1017166,2018/2/20,141221,5,99,0,1,2872,2872,572,1,20,1997/4/28,11101,1,1503,15,1503,4,1,6,3000000,13,9,203,1000,4,3,0,0,1,0,0,0,3,0,0,2018/2/20,0
1017167,2018/2/20,145700,5,99,0,1,2921,2921,572,1,21,1997/1/26,9209,1,508,5,508,2,1,2,2400000,31,8,253,0,4,3,0,0,1,0,0,0,3,0,0,2018/2/20,0
1017168,2018/2/20,191804,5,99,0,1,1619,1619,572,2,20,1998/1/4,13112,1,540,5,540,4,1,2,1564000,46,4,80,21000,4,3,1,0,1,6,1,1,0,0,0,2018/2/20,0
1017169,2018/2/20,234538,1,99,0,1701,0,572,572,1,38,1979/6/13,13201,2,640,6,640,5,2,4,2600000,17,4,18,47000,2,3,0,0,1,2,0,0,0,0,0,2018/2/21,0
1017170,2018/2/21,113743,3,17,0,1701,0,4230,572,2,44,1973/4/16,13119,2,540,5,540,4,1,6,1052000,30,4,166,120000,1,1,1,0,1,1,0,1,0,0,0,2018/3/2,0
1017171,2018/2/22,144227,1,99,0,1,2791,2791,572,1,20,1998/1/9,13218,1,525,5,525,2,1,4,2280000,22,8,110,0,4,3,1,0,1,0,0,2,3,0,0,2018/2/22,0
1017173,2018/2/22,191131,5,99,0,1,2831,2831,572,1,33,1984/3/6,13115,1,740,7,740,2,1,5,3500000,14,4,116,61000,5,1,0,0,2,0,0,0,0,0,0,2018/2/22,0
1017174,2018/2/24,115657,1,99,1,502,0,572,572,1,27,1990/7/16,13105,1,140,1,140,2,1,7,4800000,34,8,238,0,4,1,1,0,1,0,0,1,3,0,0,2018/2/24,0
1017175,2018/2/24,134552,3,8,1,1801,0,572,572,2,37,1981/1/31,19214,1,340,3,340,2,1,2,1200000,6,4,29,43000,4,1,0,0,1,2,2,0,0,0,0,2018/2/25,0
1017176,2018/2/24,125135,3,17,1,1701,0,572,572,2,20,1997/5/19,13120,1,540,5,540,4,1,3,780000,24,8,46,0,4,1,0,0,1,0,0,0,3,0,0,2018/2/28,0
1017177,2018/2/24,200037,3,17,1,1701,0,572,572,2,39,1978/12/6,13201,1,540,5,540,2,2,4,1810000,16,4,120,70000,4,1,0,0,1,3,3,0,0,0,0,2018/2/25,0
1017178,2018/2/24,211104,1,99,1,502,0,572,572,2,43,1974/3/13,13115,1,1340,13,1340,4,1,8,2200000,202,4,148,0,4,3,0,0,1,0,0,0,0,0,0,2018/2/26,0
1017179,2018/2/22,162213,4,2,0,502,0,572,572,2,30,1987/7/30,13109,1,1140,11,1140,2,1,5,5500000,94,8,112,0,4,1,0,0,1,0,0,0,3,0,0,2018/2/27,1
1017180,2018/2/26,140612,3,8,0,1801,0,572,572,2,48,1969/7/16,13113,1,140,1,140,2,2,2,3000000,15,4,7,198000,4,1,0,0,1,0,0,0,0,0,0,2018/2/26,0
1017181,2018/2/27,141253,5,99,0,1,3255,3255,572,1,20,1997/7/27,11237,1,540,5,540,4,1,2,1920000,8,4,72,0,4,3,0,0,1,0,0,0,0,0,0,2018/2/27,0
1017182,2018/2/27,144420,3,15,0,502,0,572,572,1,59,1958/5/7,13112,2,108,1,108,1,1,8,3600000,80,4,119,70000,1,4,0,0,1,1,0,0,0,1,0,2018/2/28,0
1017183,2018/2/27,201425,1,99,0,1,572,572,572,1,36,1981/10/23,13112,2,108,1,108,2,1,3,8505000,154,4,59,99000,2,1,1,0,1,3,2,1,0,0,0,2018/2/27,0
1017184,2018/2/28,213101,3,2,0,1701,0,4183,572,1,54,1964/3/19,13201,1,701,7,701,2,1,7,3000000,313,4,157,93000,4,3,0,0,1,0,0,0,0,0,0,2018/5/26,0
1017185,2018/3/1,123538,5,99,0,1,3213,3213,572,1,20,1998/1/19,13201,1,540,5,540,4,1,3,2200000,5,8,217,0,4,3,0,0,1,0,0,0,3,0,0,2018/3/12,0
1017186,2018/3/1,140835,5,99,0,1,2780,2780,572,1,51,1966/12/16,13115,1,140,1,140,2,1,7,3900000,107,8,517,0,4,1,0,0,1,0,0,0,3,0,0,2018/3/1,0
1017187,2018/3/2,114021,1,99,0,1,1818,1818,572,1,45,1972/11/16,13113,1,525,5,525,2,1,5,3500000,359,4,544,0,4,3,0,0,1,0,0,0,0,0,0,2018/3/2,0
1017188,2018/3/2,124538,1,99,0,101,2831,2831,572,2,55,1962/5/4,13115,2,640,6,640,4,1,4,500000,4,4,85,137000,1,3,0,0,1,1,0,0,0,0,0,2018/4/1,0
1017189,2018/3/3,135442,3,22,1,502,0,572,572,1,21,1996/3/18,13224,1,140,1,140,4,1,3,800000,2,2,204,14000,4,3,0,0,1,0,0,0,2,0,0,2018/3/3,0
1017190,2018/3/3,93132,1,99,1,101,572,572,572,1,62,1955/9/30,13118,1,640,6,640,2,1,4,2493000,65,4,61,36000,5,1,1,0,2,0,0,1,0,0,0,2018/3/4,0
1017193,2018/3/3,91355,1,99,1,101,258,258,572,1,40,1978/1/10,11229,2,209,2,209,2,1,7,12000000,62,1,55,0,1,3,0,0,1,1,0,0,1,0,0,2018/3/5,0
1017195,2018/3/4,210938,4,2,3,1801,0,572,572,2,63,1954/5/27,13113,2,1040,10,1040,3,1,1,1100000,95,1,766,0,1,1,0,0,1,1,0,0,1,0,0,2018/3/10,0
1017196,2018/3/3,222739,3,8,3,1701,0,572,572,1,20,1997/10/28,13115,1,540,5,540,4,1,8,400000,28,1,154,0,4,3,0,0,1,2,0,0,2,0,0,2018/3/8,0
1017197,2018/3/8,3447,3,2,0,1701,0,572,572,2,23,1994/9/26,14152,1,540,5,540,4,1,3,1500000,13,2,178,100000,4,1,0,0,1,0,0,0,2,0,0,2018/3/9,0
1017198,2018/3/9,232203,3,15,1,1701,0,572,572,2,25,1993/3/3,13201,1,240,2,240,2,1,2,2620000,8,8,300,0,4,1,0,0,1,0,0,0,3,0,0,2018/3/11,0
1017201,2018/3/12,123017,5,99,0,1,2780,2780,572,1,20,1997/6/24,12233,1,540,5,540,4,1,6,1700000,18,8,249,0,4,3,0,0,1,0,0,0,3,0,0,2018/3/16,0
1017202,2018/3/12,142329,5,99,0,1,3171,3171,572,1,20,1997/4/28,14215,1,640,6,640,2,1,4,2160000,17,9,131,1000,4,1,0,0,1,0,0,0,3,0,0,2018/3/12,0
